Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
238,GUITAR HERO III: LEGENDS OF ROCK,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53
239,MADDEN NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53
240,PITFALL!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5
241,MADDEN NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49
242,SPIDER-MAN: THE MOVIE,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48
243,DRAGON QUEST VII: WARRIORS OF EDEN,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47
244,UNCHARTED: THE NATHAN DRAKE COLLECTION,PS4,2015.0,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
245,CALL OF DUTY: ADVANCED WARFARE,PS3,2014.0,Shooter,Activision,1.54,1.94,0.19,0.77,4.45
246,GOD OF WAR,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
247,NINTENDO LAND,WiiU,2012.0,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44
248,MICHAEL JACKSON: THE EXPERIENCE,Wii,2010.0,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42
249,TONY HAWK'S PRO SKATER 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41
250,WINNING ELEVEN: PRO EVOLUTION SOCCER 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39
251,THE ELDER SCROLLS IV: OBLIVION,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39
252,ZELDA II: THE ADVENTURE OF LINK,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
253,NEED FOR SPEED: MOST WANTED,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
254,RESISTANCE: FALL OF MAN,PS3,2006.0,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35
255,SONIC THE HEDGEHOG,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34
256,KINGDOM HEARTS II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
257,FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
258,CALL OF DUTY: ADVANCED WARFARE,X360,2014.0,Shooter,Activision,2.75,1.18,0.0,0.37,4.31
259,ASTEROIDS,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31
260,FABLE II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
261,HALO 5: GUARDIANS,XOne,2015.0,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
262,SUPER MARIO 3D WORLD,WiiU,2013.0,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25
263,BATMAN: ARKHAM ASYLUM,PS3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25
264,ASSASSIN'S CREED: REVELATIONS,PS3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24
265,NAMCO MUSEUM,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24
266,METAL GEAR SOLID 3: SNAKE EATER,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23
267,DAXTER,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22
268,WARCRAFT II: TIDES OF DARKNESS,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21
269,THE LEGEND OF ZELDA: OCARINA OF TIME,3DS,2011.0,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
270,FIFA SOCCER 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
271,EYETOY PLAY,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
272,UNCHARTED 4: A THIEF'S END,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
273,GRAN TURISMO 5 PROLOGUE,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
274,ASSASSIN'S CREED: REVELATIONS,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
275,STREET FIGHTER IV,PS3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19
276,FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
277,TEENAGE MUTANT NINJA TURTLES,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17
278,EXCITEBIKE,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
279,FROGGER,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16
280,MADDEN NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
281,WATCH DOGS,PS4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
282,HALF-LIFE,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12
283,SUPER MARIO WORLD 2: YOSHI'S ISLAND,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
284,FIFA SOCCER 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
285,THE LEGEND OF ZELDA: SKYWARD SWORD,Wii,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
286,STREET FIGHTER II TURBO,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
287,CARNIVAL GAMES,Wii,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
288,FALLOUT 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
289,WORLD OF WARCRAFT: THE BURNING CRUSADE,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09
290,FALLOUT: NEW VEGAS,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291,GOD OF WAR II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292,FORZA MOTORSPORT 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
293,WORLD SOCCER WINNING ELEVEN 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
294,NAMCO MUSEUM VOL.3,PS,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
295,TEKKEN TAG TOURNAMENT,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
296,FAR CRY 4,PS4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
297,STAR FOX 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
298,MINECRAFT,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
299,GOLF,NES,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
300,FALLOUT 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
301,PROFESSOR LAYTON AND THE DIABOLICAL BOX,DS,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0
302,LEFT 4 DEAD 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
303,NAMCO MUSEUM: 50TH ANNIVERSARY,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98
304,EA SPORTS ACTIVE,Wii,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
305,ASSASSIN'S CREED: UNITY,PS4,2014.0,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
306,DONKEY KONG LAND,GB,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
307,TONY HAWK'S UNDERGROUND,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9
308,ASSASSIN'S CREED IV: BLACK FLAG,PS3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,MONSTER HUNTER 4 ULTIMATE,3DS,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
310,MOTORSTORM,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
311,THE ELDER SCROLLS V: SKYRIM,PC,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88
312,TEKKEN 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
313,DRAGON WARRIOR III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87
314,SPORTS CHAMPIONS,PS3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315,NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
316,WORLD SOCCER WINNING ELEVEN 8 INTERNATIONAL,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
317,FLASH FOCUS: VISION TRAINING IN MINUTES A DAY,DS,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
318,NAMCO MUSEUM VOL.1,PS,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
319,THE LEGEND OF ZELDA: LINK'S AWAKENING,GB,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
320,MARIO & LUIGI: BOWSER'S INSIDE STORY,DS,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
321,BIG BRAIN ACADEMY: WII DEGREE,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
322,NINTENDOGS + CATS,3DS,2011.0,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323,BATMAN: ARKHAM KNIGHT,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,MARIO & SONIC AT THE LONDON 2012 OLYMPIC GAMES,Wii,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78
325,LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78
326,RESIDENT EVIL DIRECTOR'S CUT,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,RATCHET & CLANK: SIZE MATTERS,PSP,2007.0,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328,JUST DANCE 2014,Wii,2013.0,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76
329,THE SIMS: UNLEASHED,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
330,SUPER PAPER MARIO,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
331,HARRY POTTER AND THE SORCERER'S STONE,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73
332,THE WITCHER 3: WILD HUNT,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
333,RESIDENT EVIL 3: NEMESIS,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,SPYRO: YEAR OF THE DRAGON,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71
335,FIFA SOCCER 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336,POKÉMON TRADING CARD GAME,GB,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
337,BATTLEFIELD 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338,MYSIMS,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339,FRIEND COLLECTION,DS,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67
340,TONY HAWK'S PRO SKATER 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67
341,MIDNIGHT CLUB 3: DUB EDITION,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66
342,BANJO-KAZOOIE,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
343,SOCOM: U.S. NAVY SEALS,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344,GUITAR HERO: WORLD TOUR,Wii,2008.0,Misc,Activision,2.33,0.97,0.0,0.35,3.65
345,GRAN TURISMO 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346,JAK AND DAXTER: THE PRECURSOR LEGACY,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347,POKEMON SNAP,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
348,FIFA SOCCER 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349,PRO EVOLUTION SOCCER 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63
350,CALL OF DUTY: GHOSTS,PS4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
351,RESIDENT EVIL 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62
352,TOM CLANCY'S THE DIVISION,PS4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,STAR WARS: BATTLEFRONT,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
354,DOOM II: HELL ON EARTH,PC,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
355,THE SIMPSONS: ROAD RAGE,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61
356,COOKING MAMA 2: DINNER WITH FRIENDS,DS,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
357,LUIGI'S MANSION,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
358,STAR WARS: BATTLEFRONT II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
359,WWF SMACKDOWN!,PS,2000.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
360,CROC: LEGEND OF THE GOBBOS,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56
361,GRAND THEFT AUTO: LIBERTY CITY STORIES,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
362,THE GETAWAY,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363,TOMB RAIDER III: ADVENTURES OF LARA CROFT,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,JAMES BOND 007: AGENT UNDER FIRE,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,LEGO STAR WARS: THE VIDEO GAME,PS2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366,BATTLEFIELD 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367,FIFA SOCCER 11,X360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
368,RUGRATS IN PARIS: THE MOVIE,PS,2000.0,Action,THQ,1.96,1.33,0.0,0.23,3.52
369,SPYRO 2: RIPTO'S RAGE!,PS,1999.0,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370,LEFT 4 DEAD,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
371,MARIO & SONIC AT THE OLYMPIC WINTER GAMES,DS,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52
372,RESIDENT EVIL 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51
373,DONKEY KONG COUNTRY 3: DIXIE KONG'S DOUBLE TROUBLE!,SNES,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
374,ASSASSIN'S CREED: BROTHERHOOD,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,KUNG FU,NES,1985.0,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
376,BATMAN: ARKHAM ASYLUM,X360,2009.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377,CLUBHOUSE GAMES,DS,2006.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
378,FIFA SOCCER 2004,PS2,,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
379,STAR WARS BATTLEFRONT (2015),XOne,2015.0,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380,BATTLEFIELD: BAD COMPANY 2,X360,2010.0,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381,GUITAR HERO: ON TOUR,DS,2008.0,Misc,Activision,2.11,1.01,0.01,0.35,3.48
382,ASSASSIN'S CREED: UNITY,XOne,2014.0,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46
383,FAR CRY 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,MONSTER HUNTER 4,3DS,2013.0,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44
385,BORDERLANDS,X360,2009.0,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
386,TEKKEN 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
387,BATTLEFIELD 4,PS4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
388,LITTLEBIGPLANET 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389,GRAND THEFT AUTO 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
390,FINAL FANTASY III,SNES,1994.0,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42
391,SPIDER-MAN 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41
392,F-1 RACE,GB,1990.0,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
393,FIFA SOCCER 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394,CRASH BASH,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395,LEGO BATMAN: THE VIDEOGAME,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
396,METAL GEAR SOLID V: THE PHANTOM PAIN,PS4,2015.0,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397,THE LEGEND OF ZELDA: SPIRIT TRACKS,DS,2009.0,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
398,WWF WAR ZONE,PS,1998.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
399,THE LEGEND OF ZELDA: MAJORA'S MASK,N64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
400,PROFESSOR LAYTON AND THE UNWOUND FUTURE,DS,2008.0,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
401,RUGRATS: SEARCH FOR REPTAR,PS,1998.0,Adventure,THQ,1.63,1.53,0.0,0.18,3.34
402,ASSASSIN'S CREED IV: BLACK FLAG,X360,2013.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
403,ENGLISH TRAINING: HAVE FUN IMPROVING YOUR SKILLS!,DS,2006.0,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33
404,JAMES BOND 007: NIGHTFIRE,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,RATCHET & CLANK,PS2,2002.0,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406,MARIO PARTY 9,Wii,2012.0,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
407,STAR WARS EPISODE III: REVENGE OF THE SITH,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
408,MAX PAYNE,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409,THE LORD OF THE RINGS: THE RETURN OF THE KING,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410,ASSASSIN'S CREED SYNDICATE,PS4,2015.0,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
411,DESTINY,XOne,2014.0,Shooter,Activision,2.13,0.92,0.0,0.23,3.28
412,TRUE CRIME: STREETS OF LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27
413,WII MUSIC,Wii,2008.0,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
414,GRAN TURISMO (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415,MONSTER HUNTER X,3DS,2015.0,Action,Capcom,0.25,0.19,2.78,0.04,3.26
416,TEKKEN,PS,1995.0,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
417,FIFA 16,XOne,2015.0,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23
418,L.A. NOIRE,PS3,2011.0,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419,MADDEN NFL 16,PS4,2015.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
420,YOKAI WATCH 2 GANSO/HONKE,3DS,2014.0,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22
421,007: TOMORROW NEVER DIES,PS,1999.0,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
422,BASEBALL,NES,1983.0,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
423,KILLER INSTINCT,SNES,1995.0,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
424,WWF SMACKDOWN! 2: KNOW YOUR ROLE,PS,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
425,CRISIS CORE: FINAL FANTASY VII,PSP,2007.0,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
426,GOD OF WAR: CHAINS OF OLYMPUS,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427,DRAGON QUEST VI: MABOROSHI NO DAICHI,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19
428,DANCE CENTRAL,X360,2010.0,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
429,ENTER THE MATRIX,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18
430,SUPER MARIO MAKER,WiiU,2015.0,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
431,FALLOUT: NEW VEGAS,PS3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
432,LEGO BATMAN: THE VIDEOGAME,Wii,,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0.0,0.29,3.17
433,RHYTHM HEAVEN,DS,2008.0,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
434,ACE COMBAT 04: SHATTERED SKIES,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,CLUB PENGUIN: ELITE PENGUIN FORCE,DS,2008.0,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
436,ANIMAL CROSSING,GC,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
437,LEGO BATMAN: THE VIDEOGAME,DS,2008.0,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15
438,SONIC RUSH,DS,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15
439,RESIDENT EVIL 6,PS3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440,HALO: THE MASTER CHIEF COLLECTION,XOne,2014.0,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441,FIFA SOCCER 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
442,SPIDER-MAN,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13
443,NEED FOR SPEED III: HOT PURSUIT,PS,1998.0,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
444,STAR WARS EPISODE I RACER,N64,1999.0,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
445,PERSONAL TRAINER: COOKING,DS,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12
446,THE ELDER SCROLLS IV: OBLIVION,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
447,DRAGON WARRIOR IV,NES,1990.0,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12
448,HEAVY RAIN,PS3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,MASS EFFECT 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,X360,2014.0,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
451,DRAGON BALL Z: BUDOKAI,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
452,MADDEN NFL 2002,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453,WORLD CLASS TRACK MEET,NES,1986.0,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,BORDERLANDS 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455,THE LEGEND OF ZELDA: A LINK BETWEEN WORLDS,3DS,2013.0,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
456,DONKEY KONG,GB,1994.0,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
457,THE SIMS: VACATION,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
458,MASS EFFECT 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,KUNG FU PANDA,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.05
460,FAR CRY 3,X360,2012.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
461,EPIC MICKEY,Wii,2010.0,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,SAINTS ROW 2,X360,2008.0,Action,THQ,1.94,0.8,0.02,0.27,3.03
463,RAYMAN,PS,1995.0,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
464,KILLZONE 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465,TOM CLANCY'S SPLINTER CELL,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
466,MIKE TYSON'S PUNCH-OUT!!,NES,1987.0,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
467,WWE SMACKDOWN! SHUT YOUR MOUTH,PS2,2002.0,Sports,THQ,1.45,1.13,0.07,0.38,3.02
468,GEARS OF WAR: ULTIMATE EDITION,XOne,2015.0,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0
469,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
470,DRAGON BALL Z: BUDOKAI TENKAICHI 3,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
471,WWE SMACKDOWN VS. RAW 2006,PS2,,Fighting,,1.57,1.02,0.0,0.41,3.0
